,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,years_of_experience,job_category
315,2024,Mid level,Full time,Data Scientist,235400,US,On Site,US,Medium,2,Data Science
316,2024,Mid level,Full time,Data Scientist,209720,US,On Site,US,Medium,2,Data Science
317,2024,Senior,Full time,Data Scientist,190000,US,Full Remote,US,Medium,6,Data Science
318,2024,Senior,Full time,Data Scientist,170000,US,Full Remote,US,Medium,5,Data Science
319,2024,Senior,Full time,Analytics Engineer,244400,US,On Site,US,Medium,5,Data Engineering
320,2024,Senior,Full time,Analytics Engineer,131600,US,On Site,US,Medium,7,Data Engineering
321,2024,Senior,Full time,Applied Scientist,282200,US,On Site,US,Medium,8,Data Science
322,2024,Senior,Full time,Applied Scientist,133600,US,On Site,US,Medium,9,Data Science
323,2024,Senior,Full time,Business Intelligence Analyst,187450,US,Full Remote,US,Medium,6,Other
324,2024,Senior,Full time,Business Intelligence Analyst,104550,US,Full Remote,US,Medium,7,Other
325,2024,Senior,Full time,Research Scientist,100000,DE,On Site,DE,Small,6,Data Science
326,2024,Senior,Full time,Research Scientist,77777,DE,On Site,DE,Small,6,Data Science
327,2024,Senior,Full time,Data Engineer,200000,US,On Site,US,Medium,6,Data Engineering
328,2024,Senior,Full time,Data Engineer,147000,US,On Site,US,Medium,9,Data Engineering
329,2024,Senior,Full time,Machine Learning Engineer,357900,US,On Site,US,Medium,6,Machine Learning
330,2024,Senior,Full time,Machine Learning Engineer,189400,US,On Site,US,Medium,7,Machine Learning
331,2024,Senior,Full time,Data Analyst,169000,US,Full Remote,US,Medium,5,Other
332,2024,Senior,Full time,Data Analyst,105000,US,Full Remote,US,Medium,6,Other
333,2024,Senior,Full time,Applied Scientist,270000,US,Full Remote,US,Medium,5,Data Science
334,2024,Senior,Full time,Applied Scientist,183600,US,Full Remote,US,Medium,6,Data Science
335,2024,Senior,Full time,Machine Learning Engineer,183600,US,Full Remote,US,Medium,5,Machine Learning
336,2024,Senior,Full time,Machine Learning Engineer,183600,US,Full Remote,US,Medium,9,Machine Learning
337,2024,Senior,Full time,Data Engineer,238600,US,On Site,US,Medium,9,Data Engineering
338,2024,Senior,Full time,Data Engineer,112000,US,On Site,US,Medium,6,Data Engineering
339,2024,Entry level,Full time,Business Intelligence Analyst,203280,US,Full Remote,US,Medium,1,Other
340,2024,Entry level,Full time,Business Intelligence Analyst,167898,US,Full Remote,US,Medium,1,Other
341,2024,Senior,Full time,Data Scientist,250000,US,On Site,US,Medium,5,Data Science
342,2024,Senior,Full time,Data Scientist,110100,US,On Site,US,Medium,9,Data Science
343,2024,Senior,Full time,Machine Learning Scientist,189975,US,Full Remote,US,Medium,9,Other
344,2024,Senior,Full time,Machine Learning Scientist,142200,US,Full Remote,US,Medium,5,Other
345,2024,Mid level,Full time,Data Engineer,100000,US,On Site,US,Medium,2,Data Engineering
346,2024,Mid level,Full time,Data Engineer,77100,US,On Site,US,Medium,3,Data Engineering
347,2024,Mid level,Full time,Data Scientist,95000,US,On Site,US,Medium,3,Data Science
348,2024,Mid level,Full time,Data Scientist,95000,US,On Site,US,Medium,2,Data Science
349,2024,Entry level,Full time,Data Analyst,59300,US,On Site,US,Medium,1,Other
350,2024,Entry level,Full time,Data Analyst,41500,US,On Site,US,Medium,1,Other
351,2024,Senior,Full time,Data Scientist,242000,US,On Site,US,Medium,5,Data Science
352,2024,Senior,Full time,Data Scientist,173000,US,On Site,US,Medium,5,Data Science
353,2024,Executive level,Full time,Data Scientist,408500,US,On Site,US,Medium,14,Data Science
354,2024,Executive level,Full time,Data Scientist,233500,US,On Site,US,Medium,14,Data Science
355,2024,Mid level,Full time,Data Manager,123500,US,On Site,US,Medium,3,Management
356,2024,Mid level,Full time,Data Manager,73500,US,On Site,US,Medium,2,Management
357,2024,Senior,Full time,Analytics Engineer,132678,US,On Site,US,Medium,5,Data Engineering
358,2024,Senior,Full time,Analytics Engineer,88452,US,On Site,US,Medium,5,Data Engineering
359,2024,Mid level,Full time,Research Scientist,357100,US,On Site,US,Medium,3,Data Science
360,2024,Mid level,Full time,Research Scientist,198400,US,On Site,US,Medium,2,Data Science
361,2024,Senior,Full time,Machine Learning Engineer,180000,US,Full Remote,US,Medium,7,Machine Learning
362,2024,Senior,Full time,Machine Learning Engineer,110000,US,Full Remote,US,Medium,9,Machine Learning
363,2024,Senior,Full time,Data Engineer,200000,US,On Site,US,Medium,5,Data Engineering
364,2024,Senior,Full time,Data Engineer,147000,US,On Site,US,Medium,6,Data Engineering
365,2024,Senior,Full time,Data Engineer,281000,US,On Site,US,Medium,8,Data Engineering
366,2024,Senior,Full time,Data Engineer,206000,US,On Site,US,Medium,6,Data Engineering
367,2024,Senior,Full time,Data Specialist,168520,US,On Site,US,Medium,8,Other
368,2024,Senior,Full time,Data Specialist,167481,US,On Site,US,Medium,8,Other
369,2024,Senior,Full time,MLOps Engineer,200000,US,Full Remote,US,Medium,6,Other
370,2024,Senior,Full time,MLOps Engineer,170000,US,Full Remote,US,Medium,8,Other
371,2024,Senior,Full time,Data Engineer,215000,CA,Full Remote,CA,Medium,6,Data Engineering
372,2024,Senior,Full time,Data Engineer,173000,CA,Full Remote,CA,Medium,6,Data Engineering
373,2024,Mid level,Full time,Research Scientist,200000,US,On Site,US,Medium,3,Data Science
374,2024,Mid level,Full time,Research Scientist,136000,US,On Site,US,Medium,3,Data Science
375,2024,Senior,Full time,Data Visualization Specialist,85000,US,On Site,US,Medium,9,Other
376,2024,Senior,Full time,Data Visualization Specialist,75000,US,On Site,US,Medium,7,Other
377,2024,Senior,Full time,Data Engineer,130000,US,On Site,US,Medium,9,Data Engineering
378,2024,Senior,Full time,Data Engineer,100000,US,On Site,US,Medium,8,Data Engineering
379,2024,Mid level,Full time,Data Scientist,243800,US,Full Remote,US,Medium,2,Data Science
380,2024,Mid level,Full time,Data Scientist,195000,US,Full Remote,US,Medium,2,Data Science
381,2024,Mid level,Full time,Research Engineer,256500,US,On Site,US,Medium,2,Other
382,2024,Mid level,Full time,Research Engineer,138900,US,On Site,US,Medium,2,Other
383,2024,Senior,Full time,Research Scientist,215000,US,Full Remote,US,Medium,6,Data Science
384,2024,Senior,Full time,Research Scientist,172000,US,Full Remote,US,Medium,5,Data Science
385,2024,Senior,Full time,AI Architect,300200,US,On Site,US,Medium,7,Artificial_Intelligence
386,2024,Senior,Full time,AI Architect,199800,US,On Site,US,Medium,9,Artificial_Intelligence
387,2024,Senior,Full time,Data Engineer,350000,US,On Site,US,Medium,5,Data Engineering
388,2024,Senior,Full time,Data Engineer,150000,US,On Site,US,Medium,8,Data Engineering
389,2024,Mid level,Full time,Research Scientist,208000,US,On Site,US,Medium,2,Data Science
390,2024,Mid level,Full time,Research Scientist,146994,US,On Site,US,Medium,2,Data Science
391,2024,Senior,Full time,Data Engineer,149702,CA,On Site,CA,Medium,7,Data Engineering
392,2024,Senior,Full time,Data Engineer,106930,CA,On Site,CA,Medium,8,Data Engineering
393,2024,Mid level,Full time,Data Analyst,80000,US,On Site,US,Medium,3,Other
394,2024,Mid level,Full time,Data Analyst,70000,US,On Site,US,Medium,2,Other
395,2024,Senior,Full time,Machine Learning Engineer,220800,US,On Site,US,Medium,7,Machine Learning
396,2024,Senior,Full time,Machine Learning Engineer,124800,US,On Site,US,Medium,6,Machine Learning
397,2024,Senior,Full time,Machine Learning Engineer,245400,US,On Site,US,Medium,5,Machine Learning
398,2024,Senior,Full time,Machine Learning Engineer,139000,US,On Site,US,Medium,8,Machine Learning
399,2024,Senior,Full time,Applied Scientist,238600,US,On Site,US,Medium,9,Data Science
400,2024,Senior,Full time,Applied Scientist,112000,US,On Site,US,Medium,6,Data Science
401,2024,Senior,Full time,Machine Learning Engineer,300200,US,On Site,US,Medium,7,Machine Learning
402,2024,Senior,Full time,Machine Learning Engineer,170700,US,On Site,US,Medium,8,Machine Learning
403,2024,Senior,Full time,Data Scientist,220800,US,On Site,US,Medium,6,Data Science
404,2024,Senior,Full time,Data Scientist,124800,US,On Site,US,Medium,5,Data Science
405,2024,Entry level,Full time,Business Intelligence Analyst,80000,US,On Site,US,Medium,1,Other
406,2024,Entry level,Full time,Business Intelligence Analyst,75000,US,On Site,US,Medium,1,Other
407,2024,Mid level,Full time,Data Analyst,95000,US,On Site,US,Medium,2,Other
408,2024,Mid level,Full time,Data Analyst,57920,US,On Site,US,Medium,3,Other
409,2024,Senior,Full time,Data Engineer,165000,US,Full Remote,US,Medium,9,Data Engineering
410,2024,Senior,Full time,Data Engineer,135000,US,Full Remote,US,Medium,7,Data Engineering
411,2024,Senior,Full time,Business Intelligence,173100,US,Full Remote,US,Medium,7,Other
412,2024,Senior,Full time,Business Intelligence,108200,US,Full Remote,US,Medium,7,Other
413,2024,Mid level,Full time,Data Engineer,115000,US,On Site,US,Medium,3,Data Engineering
414,2024,Mid level,Full time,Data Engineer,105000,US,On Site,US,Medium,2,Data Engineering
415,2024,Senior,Full time,Data Scientist,220000,US,On Site,US,Medium,8,Data Science
416,2024,Senior,Full time,Data Scientist,160000,US,On Site,US,Medium,8,Data Science
417,2024,Senior,Full time,Data Analyst,100000,CA,On Site,CA,Medium,5,Other
418,2024,Senior,Full time,Data Analyst,80000,CA,On Site,CA,Medium,9,Other
419,2024,Senior,Full time,Data Architect,316900,US,On Site,US,Medium,6,Data Architecture
420,2024,Senior,Full time,Data Architect,210900,US,On Site,US,Medium,5,Data Architecture
421,2024,Senior,Full time,Machine Learning Engineer,119444,ES,Full Remote,ES,Medium,6,Machine Learning
422,2024,Senior,Full time,Machine Learning Engineer,79666,ES,Full Remote,ES,Medium,7,Machine Learning
423,2024,Senior,Full time,Data Engineer,145000,US,On Site,US,Medium,5,Data Engineering
424,2024,Senior,Full time,Data Engineer,102000,US,On Site,US,Medium,9,Data Engineering
425,2024,Entry level,Full time,Data Quality Analyst,85000,US,On Site,US,Medium,1,Other
426,2024,Entry level,Full time,Data Quality Analyst,75000,US,On Site,US,Medium,1,Other
427,2024,Senior,Full time,Machine Learning Engineer,300200,US,On Site,US,Medium,6,Machine Learning
428,2024,Senior,Full time,Machine Learning Engineer,199800,US,On Site,US,Medium,6,Machine Learning
429,2024,Senior,Full time,AI Engineer,190000,US,Full Remote,US,Medium,9,Artificial_Intelligence
430,2024,Senior,Full time,AI Engineer,152000,US,Full Remote,US,Medium,7,Artificial_Intelligence
431,2024,Senior,Full time,Research Scientist,282450,US,On Site,US,Medium,8,Data Science
432,2024,Senior,Full time,Research Scientist,188400,US,On Site,US,Medium,8,Data Science
433,2024,Senior,Full time,Machine Learning Engineer,225000,US,Full Remote,US,Medium,6,Machine Learning
434,2024,Senior,Full time,Machine Learning Engineer,140000,US,Full Remote,US,Medium,8,Machine Learning
435,2024,Senior,Full time,Lead AI Engineer,91262,SE,Full Remote,SE,Large,6,Other
436,2024,Mid level,Full time,Research Scientist,96200,US,Full Remote,US,Medium,3,Data Science
437,2024,Mid level,Full time,Research Scientist,69800,US,Full Remote,US,Medium,3,Data Science
438,2024,Mid level,Full time,Business Intelligence,174500,US,Full Remote,US,Medium,3,Other
439,2024,Mid level,Full time,Business Intelligence,126800,US,Full Remote,US,Medium,3,Other
440,2024,Entry level,Full time,Data Scientist,110240,US,On Site,US,Medium,1,Data Science
441,2024,Entry level,Full time,Data Scientist,39500,US,On Site,US,Medium,1,Data Science
442,2024,Senior,Full time,Data Specialist,169700,US,On Site,US,Medium,7,Other
443,2024,Senior,Full time,Data Specialist,84600,US,On Site,US,Medium,9,Other
444,2024,Senior,Full time,Data Architect,210000,US,On Site,US,Medium,9,Data Architecture
445,2024,Senior,Full time,Data Architect,181000,US,On Site,US,Medium,7,Data Architecture
446,2024,Senior,Full time,Data Scientist,234000,US,On Site,US,Medium,9,Data Science
447,2024,Senior,Full time,Data Scientist,146000,US,On Site,US,Medium,7,Data Science
448,2024,Mid level,Full time,Data Analyst,127000,US,On Site,US,Medium,3,Other
449,2024,Mid level,Full time,Data Analyst,122283,US,On Site,US,Medium,3,Other
450,2024,Entry level,Full time,Data Analyst,100000,US,On Site,US,Medium,1,Other
451,2024,Entry level,Full time,Data Analyst,90000,US,On Site,US,Medium,1,Other
452,2024,Mid level,Full time,Data Engineer,179000,US,On Site,US,Medium,2,Data Engineering
453,2024,Mid level,Full time,Data Engineer,112000,US,On Site,US,Medium,2,Data Engineering
454,2024,Mid level,Full time,Business Intelligence Engineer,89500,US,Full Remote,US,Medium,2,Other
455,2024,Mid level,Full time,Business Intelligence Engineer,65000,US,Full Remote,US,Medium,3,Other
456,2024,Senior,Full time,Data Analyst,115000,US,On Site,US,Medium,9,Other
457,2024,Senior,Full time,Data Analyst,99000,US,On Site,US,Medium,6,Other
458,2024,Senior,Full time,Data Scientist,122900,US,On Site,US,Medium,6,Data Science
459,2024,Senior,Full time,Data Scientist,122900,US,On Site,US,Medium,6,Data Science
460,2024,Senior,Full time,Data Engineer,100000,US,Full Remote,US,Medium,6,Data Engineering
461,2024,Senior,Full time,Data Engineer,100000,US,Full Remote,US,Medium,5,Data Engineering
462,2024,Mid level,Full time,AI Product Manager,238600,US,On Site,US,Medium,3,Artificial_Intelligence
463,2024,Mid level,Full time,AI Product Manager,94300,US,On Site,US,Medium,2,Artificial_Intelligence
464,2024,Senior,Full time,Data Engineer,235400,US,On Site,US,Medium,8,Data Engineering
465,2024,Senior,Full time,Data Engineer,209720,US,On Site,US,Medium,6,Data Engineering
466,2024,Senior,Full time,Data Analyst,232000,US,On Site,US,Medium,9,Other
467,2024,Senior,Full time,Data Analyst,136000,US,On Site,US,Medium,9,Other
468,2024,Mid level,Full time,Machine Learning Engineer,256500,US,On Site,US,Medium,3,Machine Learning
469,2024,Mid level,Full time,Machine Learning Engineer,170700,US,On Site,US,Medium,3,Machine Learning
470,2024,Senior,Full time,Data Engineer,125000,US,Full Remote,US,Medium,9,Data Engineering
471,2024,Senior,Full time,Data Engineer,50000,US,Full Remote,US,Medium,9,Data Engineering
472,2024,Mid level,Full time,Data Management Specialist,75000,US,Full Remote,US,Medium,2,Other
473,2024,Mid level,Full time,Data Management Specialist,67000,US,Full Remote,US,Medium,2,Other
474,2024,Senior,Full time,Data Scientist,90000,CA,On Site,CA,Medium,7,Data Science
475,2024,Senior,Full time,Data Scientist,75000,CA,On Site,CA,Medium,8,Data Science
476,2024,Senior,Full time,Research Scientist,251000,US,On Site,US,Medium,7,Data Science
477,2024,Senior,Full time,Research Scientist,177000,US,On Site,US,Medium,8,Data Science
478,2024,Senior,Full time,Analytics Engineer,254524,US,On Site,US,Medium,8,Data Engineering
479,2024,Senior,Full time,Analytics Engineer,188126,US,On Site,US,Medium,6,Data Engineering
480,2024,Entry level,Full time,Data Analyst,75000,US,On Site,US,Medium,1,Other
481,2024,Entry level,Full time,Data Analyst,55000,US,On Site,US,Medium,1,Other
482,2024,Senior,Full time,Data Scientist,145400,US,On Site,US,Medium,8,Data Science
483,2024,Senior,Full time,Data Scientist,145400,US,On Site,US,Medium,9,Data Science
484,2024,Senior,Full time,Research Engineer,208000,US,On Site,US,Medium,9,Other
485,2024,Senior,Full time,Research Engineer,146994,US,On Site,US,Medium,7,Other
486,2024,Senior,Full time,Machine Learning Engineer,243300,US,On Site,US,Medium,5,Machine Learning
487,2024,Senior,Full time,Machine Learning Engineer,131500,US,On Site,US,Medium,5,Machine Learning
488,2024,Senior,Full time,Data Scientist,210600,US,On Site,US,Medium,7,Data Science
489,2024,Senior,Full time,Data Scientist,110600,US,On Site,US,Medium,7,Data Science
490,2024,Senior,Full time,Data Scientist,185900,US,On Site,US,Medium,5,Data Science
491,2024,Senior,Full time,Data Scientist,109400,US,On Site,US,Medium,8,Data Science
492,2024,Senior,Full time,Machine Learning Engineer,220000,US,On Site,US,Medium,6,Machine Learning
493,2024,Senior,Full time,Machine Learning Engineer,96600,US,On Site,US,Medium,5,Machine Learning
494,2024,Senior,Full time,Research Scientist,145000,US,On Site,US,Medium,9,Data Science
495,2024,Senior,Full time,Research Scientist,103000,US,On Site,US,Medium,7,Data Science
496,2024,Senior,Full time,Data Analyst,181610,US,On Site,US,Medium,5,Other
497,2024,Senior,Full time,Data Analyst,112200,US,On Site,US,Medium,5,Other
498,2024,Senior,Full time,Data Scientist,247600,US,On Site,US,Large,6,Data Science
499,2024,Senior,Full time,Data Scientist,127300,US,On Site,US,Large,6,Data Science
500,2024,Senior,Full time,Data Engineer,140000,US,Full Remote,US,Medium,6,Data Engineering
501,2024,Senior,Full time,Data Engineer,100000,US,Full Remote,US,Medium,5,Data Engineering
